Frame,Ball,x,y
0,0,-1.0,-1.0
1,0,-1.0,-1.0
2,0,-1.0,-1.0
3,0,-1.0,-1.0
4,0,-1.0,-1.0
5,0,-1.0,-1.0
6,0,-1.0,-1.0
7,0,-1.0,-1.0
8,0,-1.0,-1.0
9,0,-1.0,-1.0
10,1,0.7534921875,0.5744930555555555
11,1,0.7533359374999999,0.5517708333333333
12,1,0.7531875,0.529048611111111
13,1,0.7530390625,0.5063263888888888
14,1,0.7528828125,0.4836041666666667
15,1,0.75165625,0.47047222222222224
16,1,0.7504296875,0.45734027777777775
17,1,0.7491953125,0.4442152777777778
18,1,0.74796875,0.43109027777777775
19,1,0.7467343750000001,0.4179583333333333
20,1,0.7455078125,0.40482638888888894
21,1,0.7444453125,0.40572916666666664
22,1,0.74337890625,0.4066388888888888
23,1,0.7423124999999999,0.4075416666666667
24,1,0.7412500000000001,0.40845138888888893
25,1,0.7401875,0.4093541666666667
26,1,0.739125,0.41025694444444444
27,1,0.7380546875,0.4111597222222222
28,1,0.7360078125,0.3910069444444444
29,1,0.72823046875,0.36772916666666666
30,1,0.720453125,0.3444513888888889
31,1,0.71267578125,0.3211805555555556
32,1,0.7048984375,0.2979027777777778
33,1,0.6971210937500001,0.2746180555555556
34,1,0.6893437499999999,0.2513402777777778
35,1,0.6833671875,0.2434097222222222
36,1,0.6773906249999999,0.23548611111111112
37,1,0.67141015625,0.2275625
38,1,0.66543359375,0.2196388888888889
39,1,0.66163671875,0.22225
40,1,0.6578320312500001,0.2248541666666667
41,1,0.65403515625,0.22745833333333335
42,1,0.6502343749999999,0.23006944444444447
43,1,0.64643359375,0.23268055555555556
44,1,0.6426367187500001,0.2352916666666667
45,1,0.6388359375,0.2379027777777778
46,1,0.6350351562500001,0.24051388888888892
47,1,0.6312382812499999,0.243125
48,1,0.6274375,0.24573611111111113
49,1,0.62493359375,0.25445833333333334
50,1,0.6224257812499999,0.26319444444444445
51,1,0.61992578125,0.2719166666666667
52,1,0.6174179687500001,0.2806527777777778
53,1,0.61491796875,0.28937500000000005
54,1,0.61241015625,0.2981111111111111
55,1,0.60991015625,0.30683333333333335
56,1,0.6091289062499999,0.32023611111111117
57,1,0.60576171875,0.30140972222222223
58,1,0.6023945312500001,0.28258333333333335
59,1,0.5986523437500001,0.2636388888888889
60,1,0.5949101562499999,0.24470833333333336
61,1,0.59116796875,0.22577777777777777
62,1,0.5871601562500001,0.2113611111111111
63,1,0.5831523437499999,0.19695833333333335
64,1,0.5791367187500001,0.18254861111111112
65,1,0.57512890625,0.1681388888888889
66,1,0.5711210937500001,0.1537361111111111
67,1,0.5671132812499999,0.13931944444444444
68,1,0.5631054687500001,0.12491666666666666
69,1,0.55950390625,0.11708333333333333
70,1,0.5559062499999999,0.10925
71,1,0.55230859375,0.10142361111111112
72,1,0.54821484375,0.09822222222222222
73,1,0.5441132812499999,0.09501388888888888
74,1,0.5400195312499999,0.09181944444444444
75,1,0.5359257812499999,0.08861111111111111
76,1,0.531828125,0.08541666666666667
77,1,0.52773046875,0.08220833333333333
78,1,0.52363671875,0.07901388888888888
79,1,0.519953125,0.0823888888888889
80,1,0.5162695312500001,0.08576388888888889
81,1,0.51258203125,0.08913888888888889
82,1,0.50829296875,0.09697222222222224
83,1,0.50400390625,0.10480555555555557
84,1,0.49971484374999997,0.112625
85,1,0.49542578125,0.12045833333333333
86,1,0.49113671875,0.12829166666666666
87,1,0.48684765625,0.13611805555555556
88,1,0.48291796875,0.14970833333333333
89,1,0.47898828125000004,0.16329166666666667
90,1,0.47506249999999994,0.176875
91,1,0.47113281249999994,0.1904652777777778
92,1,0.46693359375,0.21075000000000002
93,1,0.46273046875000007,0.2310416666666667
94,1,0.45852734375,0.25133333333333335
95,1,0.45432421875000006,0.271625
96,1,0.45012890624999996,0.2919027777777778
97,1,0.44592578125000004,0.31219444444444444
98,1,0.44172265624999996,0.33248611111111115
99,1,0.4377148437500001,0.32922222222222225
100,1,0.43197265625,0.30436111111111114
101,1,0.42623046875000004,0.2795138888888889
102,1,0.42074999999999996,0.26135416666666667
103,1,0.41526562499999997,0.24319444444444444
104,1,0.40978515625,0.22503472222222223
105,1,0.4043046875,0.20687499999999998
106,1,0.3988203125,0.1887222222222222
107,1,0.39333984375,0.1705625
108,1,0.387859375,0.15240277777777778
109,1,0.38237890625,0.13424305555555555
110,1,0.3771015625,0.1265625
111,1,0.37182421875,0.11888888888888888
112,1,0.36654296875,0.11121527777777779
113,1,0.36126171874999996,0.10353472222222222
114,1,0.35598437499999996,0.09585416666666667
115,1,0.35070703124999997,0.0881736111111111
116,1,0.34542578125,0.0805
117,1,0.3401484375,0.0728263888888889
118,1,0.33541015625000004,0.06897916666666667
119,1,0.33066796875,0.06514583333333333
120,1,0.32563671875,0.06936805555555556
121,1,0.32060546875,0.07359027777777778
122,1,0.31557421875,0.0778125
123,1,0.31054296875,0.08203472222222222
124,1,0.30551171875,0.08625694444444446
125,1,0.3004765625,0.09047916666666668
126,1,0.29544531249999995,0.09470833333333332
127,1,0.2904140625,0.09893055555555556
128,1,0.28537890624999995,0.10795138888888887
129,1,0.28034765625,0.11697222222222223
130,1,0.27570703124999996,0.13128472222222223
131,1,0.2710703125,0.1455972222222222
132,1,0.26643359375,0.15990972222222222
133,1,0.26179296875,0.17422916666666666
134,1,0.25715234374999996,0.18854166666666666
135,1,0.252515625,0.20285416666666667
136,1,0.24851171875000003,0.22014583333333332
137,1,0.24451171875000002,0.2374444444444444
138,1,0.24050781250000003,0.2547430555555556
139,1,0.23974609375,0.2539375
140,1,0.24165234375,0.25810416666666663
141,1,0.24355859375,0.2622708333333333
142,1,0.24547265625000003,0.26643055555555556
143,1,0.24737890624999997,0.2705972222222222
144,1,0.25091796874999994,0.2849097222222222
145,1,0.25445703125,0.2992222222222222
146,1,0.25799609375,0.31353472222222223
147,1,0.26153515625,0.32785416666666667
148,1,0.26507812499999994,0.34215972222222224
149,1,0.2686171875,0.3564791666666667
150,1,0.27347656249999996,0.37449305555555557
151,1,0.27833203125,0.39250694444444445
152,1,0.28319140625,0.4105208333333334
153,1,0.28910546875,0.44147222222222227
154,1,0.29501953125,0.47241666666666665
155,1,0.30093359375,0.5033680555555555
156,1,0.30684765625,0.5343125000000001
157,1,0.31276171875000003,0.5652569444444444
158,1,0.31494921875,0.5452708333333334
159,1,0.31713671875,0.5252847222222223
160,1,0.31932031250000004,0.5052916666666667
161,1,0.3215078125,0.48529861111111106
162,1,0.32268359375,0.47034027777777776
163,1,0.32385546875,0.4553888888888889
164,1,0.32503125,0.44043750000000004
165,1,0.32620703124999995,0.4254791666666667
166,1,0.32737890625,0.4105208333333334
167,1,0.32855078125,0.3955694444444445
168,1,0.32887890625000005,0.3806180555555555
169,1,0.32600390625,0.3656597222222222
170,1,0.32312890625,0.3507013888888889
171,1,0.32025781249999996,0.33574305555555556
172,1,0.31595703124999996,0.32801388888888894
173,1,0.31165234374999995,0.32028472222222226
174,1,0.30734765625,0.3125486111111111
175,1,0.30304296875,0.3048125
176,1,0.29873828125,0.2970833333333333
177,1,0.2944375,0.28935416666666663
178,1,0.29013671875,0.2816180555555555
179,1,0.28583203125,0.2738819444444444
